,j,h,winner_mon,winner_t,loser_t,loser_mon,mean,t_com,t_sim
0,3.0,3.0,0.13899850370796174,32.177118372287005,17.57858374322755,3.102197466454048,-2.9631989627460866,-0.9551,-16.0747
1,3.0,6.0,0.14583076316716936,21.492237128948684,12.458183549539198,3.3284668083049196,-3.18263604513775,-0.963,-11.4906
2,3.0,9.0,1.9358340663443814,10.867257393046254,6.668567028137084,0.04846696575195919,1.8873671005924222,1.0826,10.4885
3,3.0,12.0,0.16036711031941642,14.82879304168244,8.687659033482722,3.093688308246893,-2.9333211979274765,-0.9533,-8.016
4,3.0,15.0,2.9081336100000006,8.03866811277166,11.21823478258106,0.15433536000000014,2.7537982500000004,0.9909,7.4221
5,3.0,18.0,0.11292444593988504,8.447775088935787,7.044957999114615,0.09161045067900964,0.021313995260875407,0.166,2.3306
6,3.0,24.0,0.11757120264921461,6.853384356184179,8.112542977428935,0.1507714859392284,-0.03320028329001379,-0.222,-3.4789
7,6.0,3.0,3.9063451625352377,19.09551142606341,23.151778931021827,0.10790757027443987,3.7984375922607976,1.0699,17.9654
8,6.0,6.0,1.9505876450751392,14.224073174103731,12.883043048254523,0.0820686173706957,1.8685190277044434,1.1203,13.2892
9,6.0,9.0,3.206690804063636,10.996786321771598,13.816291132719403,0.12222742489840299,3.084463379165233,1.0643,10.2968
10,6.0,12.0,0.1787674413613436,14.597713421075795,10.191911496869183,0.09323554919908372,0.08553189216225987,0.6463,10.0797
11,6.0,15.0,1.9946302500000006,8.485100720752966,13.135503434905965,0.1687772099999998,1.8258530400000008,1.0145,7.5746
12,6.0,18.0,0.1872973425494544,10.695941640608789,7.434778582812811,0.08178920405637702,0.10550813849307739,0.7372,7.6425
13,6.0,24.0,0.17099077580273137,7.301618682543546,7.350957408993959,0.16183829811008255,0.00915247769264882,0.0477,0.6284
14,12.0,3.0,4.75237046061905,20.82256978263449,24.70092815172582,0.10681144612824989,4.6455590144908,1.1795,19.7155
15,12.0,6.0,0.21723794417721676,29.460936901146912,17.45720143674461,0.11113456952735845,0.1061033746498583,0.876,17.2467
16,12.0,9.0,0.17175700908582336,18.609350004091464,10.968128332218084,0.07909649575970112,0.09266051332612224,0.7937,16.7737
17,12.0,12.0,0.19289024518554454,14.70648710366749,9.389124211151831,0.7820765801726928,-0.5891863349871482,-0.7997,-6.8308
18,12.0,15.0,0.17787608999999982,10.849029540037847,7.798381056570265,1.5280999999999993,-1.3502239099999995,-0.8947,-6.6852
19,12.0,18.0,0.16648476129029688,9.440543122267421,6.203932672104653,0.07903874778911191,0.08744601350118497,0.5877,7.8997
20,12.0,24.0,0.1384429348935048,6.640476310448858,8.075619265809097,0.15861901844775383,-0.020176083554249047,-0.1189,-1.4808
21,18.0,3.0,3.914721336643301,18.696556285033036,26.479895339622836,0.30274255524964455,3.611978781393656,0.9434,15.7477
22,18.0,6.0,0.20964993040233182,26.93744508245204,17.18636265330637,0.099218446683629,0.11043148371870282,0.9192,16.8895
23,18.0,9.0,0.15286972564088486,17.60416033104418,12.880154250320654,0.4958116967683255,-0.3429419711274406,-0.8614,-8.5392
24,18.0,12.0,0.1343045777908103,11.64429304719488,14.818781247626118,0.14647716184533643,-0.012172584054526148,-0.0938,-1.6679
25,18.0,15.0,0.1526169599999998,10.490250122402376,10.512625247652236,0.11682623999999997,0.03579071999999983,0.256,4.7883
26,18.0,18.0,0.1479323612952994,8.394897111271014,10.022929025421496,0.1921211357486392,-0.044188774453339796,-0.2447,-2.8677
27,18.0,24.0,0.061241158422799646,4.207972705584914,6.584789045049698,1.524973676356495,-1.4637325179336953,-1.0767,-6.3216
28,24.0,3.0,0.21541388378955717,37.056659275069464,27.277511924746776,0.3180477576059588,-0.10263387381640166,-0.4317,-7.9113
29,24.0,6.0,0.16491255623415046,22.27524747451275,20.834988530697604,0.12755014093508654,0.03736241529906392,0.3134,6.3127
30,24.0,9.0,0.10069229186631024,12.462178294150492,16.203288686418738,0.18860121021289133,-0.0879089183465811,-0.6235,-11.1791
31,24.0,12.0,0.11605814922812363,9.487649881346346,10.269106266556303,0.8948196399097736,-0.77876149068165,-1.0393,-8.8105
32,24.0,15.0,0.13337315999999988,9.514922508269297,9.757201880697577,0.9323780099999996,-0.7990048499999998,-1.0923,-8.2656
33,24.0,18.0,0.081617218491576,5.919462005110363,11.830831022358765,0.17393900229981862,-0.09232178380824263,-0.6673,-11.0975
34,24.0,24.0,0.17176488220879693,6.361144486620543,6.151041336106576,2.262223445043554,-2.0904585628347574,-0.9755,-5.6202
35,30.0,3.0,0.1754908577228338,32.69492614658896,25.83224762217771,0.2989413346917422,-0.12345047696890843,-0.5436,-9.9453
36,30.0,6.0,0.17739445868086356,23.833703936373933,19.856860704773307,0.1258999068426241,0.05149455183823948,0.4268,8.864
37,30.0,9.0,0.13201376163712797,13.713123205893579,13.649937775070873,0.1074801635997491,0.024533598037378868,0.2008,4.8402
38,30.0,12.0,0.1568170026412996,13.483424257339573,14.924135335953554,0.16064046590042236,-0.00382346325912275,-0.0271,-0.4935
39,30.0,15.0,0.1259332099999999,8.571421040926955,9.42126322716877,0.11513600000000013,0.01079720999999978,0.0752,1.4453
40,30.0,18.0,0.10094751196424512,5.978509935054509,7.741064997588716,0.897459608545961,-0.7965120965817158,-1.0055,-6.8354
41,30.0,24.0,0.14460389062912293,5.2622877142489415,7.373301740242506,0.15295743075684953,-0.0083535401277266,-0.0416,-0.6506
