date,Port1,Port2,Port3,Port4,Port5
20181218,"Index(['中信证券600030.SH', '海螺水泥600585.SH', '海通证券600837.SH', '中国太保601601.SH',
       '三安光电600703.SH', '宝钢股份600019.SH', '中国联通600050.SH', '中国平安601318.SH',
       '复星医药600196.SH', '恒瑞医药600276.SH'],
      dtype='object')","Index(['中国石油601857.SH', '中国神华601088.SH', '交通银行601328.SH', '上汽集团600104.SH',
       '中国人寿601628.SH', '民生银行600016.SH', '中国石化600028.SH', '伊利股份600887.SH',
       '新华保险601336.SH', '药明康德603259.SH'],
      dtype='object')","Index(['中国国旅601888.SH', '兴业银行601166.SH', '国泰君安601211.SH', '光大银行601818.SH',
       '招商银行600036.SH', '上海银行601229.SH', '浦发银行600000.SH', '贵州茅台600519.SH',
       '华泰证券601688.SH', '工业富联601138.SH'],
      dtype='object')","Index(['中国人保601319.SH', '中国中铁601390.SH', '工商银行601398.SH', '海尔智家600690.SH',
       '中国国航601111.SH', '中国银行601988.SH', '建设银行601939.SH', '中国重工601989.SH',
       '中国交建601800.SH', '保利地产600048.SH'],
      dtype='object')","Index(['中国建筑601668.SH', '中国铁建601186.SH', '中国中车601766.SH', '中信建投601066.SH',
       '华夏幸福600340.SH', '洛阳钼业603993.SH', '农业银行601288.SH', '三一重工600031.SH',
       '南方航空600029.SH', '万华化学600309.SH'],
      dtype='object')"
20190103,"Index(['中国太保601601.SH', '保利地产600048.SH', '中国平安601318.SH', '招商银行600036.SH',
       '恒瑞医药600276.SH', '中国人保601319.SH', '复星医药600196.SH', '中信建投601066.SH',
       '三安光电600703.SH', '中国石化600028.SH'],
      dtype='object')","Index(['中国人寿601628.SH', '新华保险601336.SH', '民生银行600016.SH', '药明康德603259.SH',
       '伊利股份600887.SH', '兴业银行601166.SH', '建设银行601939.SH', '海螺水泥600585.SH',
       '浦发银行600000.SH', '海通证券600837.SH'],
      dtype='object')","Index(['中国国航601111.SH', '中国交建601800.SH', '光大银行601818.SH', '贵州茅台600519.SH',
       '宝钢股份600019.SH', '中信证券600030.SH', '国泰君安601211.SH', '中国神华601088.SH',
       '上海银行601229.SH', '中国石油601857.SH'],
      dtype='object')","Index(['万华化学600309.SH', '交通银行601328.SH', '中国联通600050.SH', '中国中铁601390.SH',
       '海尔智家600690.SH', '工业富联601138.SH', '南方航空600029.SH', '华夏幸福600340.SH',
       '中国国旅601888.SH', '华泰证券601688.SH'],
      dtype='object')","Index(['农业银行601288.SH', '中国建筑601668.SH', '中国中车601766.SH', '中国铁建601186.SH',
       '中国重工601989.SH', '中国银行601988.SH', '三一重工600031.SH', '工商银行601398.SH',
       '洛阳钼业603993.SH', '上汽集团600104.SH'],
      dtype='object')"
20190117,"Index(['复星医药600196.SH', '中国平安601318.SH', '招商银行600036.SH', '新华保险601336.SH',
       '中国人保601319.SH', '中国铁建601186.SH', '保利地产600048.SH', '中国建筑601668.SH',
       '三安光电600703.SH', '中国石化600028.SH'],
      dtype='object')","Index(['海螺水泥600585.SH', '民生银行600016.SH', '浦发银行600000.SH', '中国中铁601390.SH',
       '华夏幸福600340.SH', '中国石油601857.SH', '恒瑞医药600276.SH', '建设银行601939.SH',
       '中国交建601800.SH', '洛阳钼业603993.SH'],
      dtype='object')","Index(['中国国旅601888.SH', '中国人寿601628.SH', '药明康德603259.SH', '中国神华601088.SH',
       '工商银行601398.SH', '上海银行601229.SH', '兴业银行601166.SH', '中国太保601601.SH',
       '中国中车601766.SH', '中国银行601988.SH'],
      dtype='object')","Index(['中国联通600050.SH', '三一重工600031.SH', '万华化学600309.SH', '南方航空600029.SH',
       '中国国航601111.SH', '伊利股份600887.SH', '国泰君安601211.SH', '工业富联601138.SH',
       '贵州茅台600519.SH', '宝钢股份600019.SH'],
      dtype='object')","Index(['中信证券600030.SH', '中信建投601066.SH', '华泰证券601688.SH', '中国重工601989.SH',
       '交通银行601328.SH', '上汽集团600104.SH', '海通证券600837.SH', '光大银行601818.SH',
       '海尔智家600690.SH', '农业银行601288.SH'],
      dtype='object')"
20190131,"Index(['复星医药600196.SH', '中国交建601800.SH', '中国国旅601888.SH', '中国中铁601390.SH',
       '新华保险601336.SH', '中国银行601988.SH', '中国中车601766.SH', '农业银行601288.SH',
       '三安光电600703.SH', '中国铁建601186.SH'],
      dtype='object')","Index(['药明康德603259.SH', '工业富联601138.SH', '中国重工601989.SH', '上汽集团600104.SH',
       '恒瑞医药600276.SH', '中国联通600050.SH', '上海银行601229.SH', '民生银行600016.SH',
       '中国石油601857.SH', '洛阳钼业603993.SH'],
      dtype='object')","Index(['国泰君安601211.SH', '中国神华601088.SH', '海螺水泥600585.SH', '伊利股份600887.SH',
       '宝钢股份600019.SH', '浦发银行600000.SH', '华夏幸福600340.SH', '中国人寿601628.SH',
       '贵州茅台600519.SH', '中国太保601601.SH'],
      dtype='object')","Index(['万华化学600309.SH', '三一重工600031.SH', '南方航空600029.SH', '建设银行601939.SH',
       '工商银行601398.SH', '光大银行601818.SH', '保利地产600048.SH', '中国平安601318.SH',
       '交通银行601328.SH', '兴业银行601166.SH'],
      dtype='object')","Index(['中信建投601066.SH', '中信证券600030.SH', '中国石化600028.SH', '中国人保601319.SH',
       '华泰证券601688.SH', '海通证券600837.SH', '中国国航601111.SH', '海尔智家600690.SH',
       '中国建筑601668.SH', '招商银行600036.SH'],
      dtype='object')"
20190221,"Index(['交通银行601328.SH', '中国国旅601888.SH', '中国石油601857.SH', '光大银行601818.SH',
       '民生银行600016.SH', '中国中铁601390.SH', '中国银行601988.SH', '中国中车601766.SH',
       '农业银行601288.SH', '中国铁建601186.SH'],
      dtype='object')","Index(['海尔智家600690.SH', '国泰君安601211.SH', '兴业银行601166.SH', '伊利股份600887.SH',
       '中国建筑601668.SH', '工商银行601398.SH', '中国重工601989.SH', '上海银行601229.SH',
       '中国交建601800.SH', '宝钢股份600019.SH'],
      dtype='object')","Index(['南方航空600029.SH', '新华保险601336.SH', '华夏幸福600340.SH', '上汽集团600104.SH',
       '药明康德603259.SH', '中国神华601088.SH', '贵州茅台600519.SH', '恒瑞医药600276.SH',
       '华泰证券601688.SH', '浦发银行600000.SH'],
      dtype='object')","Index(['万华化学600309.SH', '中国人寿601628.SH', '中信建投601066.SH', '中国石化600028.SH',
       '招商银行600036.SH', '中国太保601601.SH', '中国平安601318.SH', '建设银行601939.SH',
       '复星医药600196.SH', '海螺水泥600585.SH'],
      dtype='object')","Index(['中国人保601319.SH', '洛阳钼业603993.SH', '三安光电600703.SH', '中国联通600050.SH',
       '中信证券600030.SH', '三一重工600031.SH', '海通证券600837.SH', '工业富联601138.SH',
       '保利地产600048.SH', '中国国航601111.SH'],
      dtype='object')"
20190307,"Index(['民生银行600016.SH', '光大银行601818.SH', '交通银行601328.SH', '中国石油601857.SH',
       '中国石化600028.SH', '建设银行601939.SH', '中国银行601988.SH', '中国建筑601668.SH',
       '工商银行601398.SH', '农业银行601288.SH'],
      dtype='object')","Index(['上海银行601229.SH', '伊利股份600887.SH', '中国神华601088.SH', '招商银行600036.SH',
       '中国中铁601390.SH', '宝钢股份600019.SH', '海尔智家600690.SH', '上汽集团600104.SH',
       '保利地产600048.SH', '中国中车601766.SH'],
      dtype='object')","Index(['药明康德603259.SH', '中国交建601800.SH', '华夏幸福600340.SH', '中国平安601318.SH',
       '中国太保601601.SH', '贵州茅台600519.SH', '中国国旅601888.SH', '海螺水泥600585.SH',
       '浦发银行600000.SH', '中国铁建601186.SH'],
      dtype='object')","Index(['中国国航601111.SH', '中国重工601989.SH', '南方航空600029.SH', '兴业银行601166.SH',
       '国泰君安601211.SH', '中国人寿601628.SH', '万华化学600309.SH', '复星医药600196.SH',
       '新华保险601336.SH', '恒瑞医药600276.SH'],
      dtype='object')","Index(['中国人保601319.SH', '中信证券600030.SH', '中国联通600050.SH', '中信建投601066.SH',
       '三安光电600703.SH', '洛阳钼业603993.SH', '海通证券600837.SH', '工业富联601138.SH',
       '三一重工600031.SH', '华泰证券601688.SH'],
      dtype='object')"
20190321,"Index(['上汽集团600104.SH', '光大银行601818.SH', '中国中车601766.SH', '中国石油601857.SH',
       '建设银行601939.SH', '中国石化600028.SH', '中国银行601988.SH', '中国建筑601668.SH',
       '工商银行601398.SH', '农业银行601288.SH'],
      dtype='object')","Index(['海尔智家600690.SH', '上海银行601229.SH', '浦发银行600000.SH', '中国神华601088.SH',
       '中国太保601601.SH', '民生银行600016.SH', '海螺水泥600585.SH', '宝钢股份600019.SH',
       '中国中铁601390.SH', '交通银行601328.SH'],
      dtype='object')","Index(['工业富联601138.SH', '新华保险601336.SH', '万华化学600309.SH', '中国交建601800.SH',
       '华夏幸福600340.SH', '药明康德603259.SH', '恒瑞医药600276.SH', '贵州茅台600519.SH',
       '中国国旅601888.SH', '招商银行600036.SH'],
      dtype='object')","Index(['华泰证券601688.SH', '保利地产600048.SH', '中国平安601318.SH', '兴业银行601166.SH',
       '中国铁建601186.SH', '复星医药600196.SH', '国泰君安601211.SH', '中国重工601989.SH',
       '中国人寿601628.SH', '伊利股份600887.SH'],
      dtype='object')","Index(['中国联通600050.SH', '中信证券600030.SH', '海通证券600837.SH', '中国人保601319.SH',
       '三一重工600031.SH', '中信建投601066.SH', '中国国航601111.SH', '洛阳钼业603993.SH',
       '南方航空600029.SH', '三安光电600703.SH'],
      dtype='object')"
20190404,"Index(['中国中车601766.SH', '中国银行601988.SH', '民生银行600016.SH', '中信建投601066.SH',
       '中国石化600028.SH', '光大银行601818.SH', '交通银行601328.SH', '工商银行601398.SH',
       '农业银行601288.SH', '中国人保601319.SH'],
      dtype='object')","Index(['华泰证券601688.SH', '中国神华601088.SH', '浦发银行600000.SH', '上汽集团600104.SH',
       '恒瑞医药600276.SH', '兴业银行601166.SH', '中国石油601857.SH', '中国中铁601390.SH',
       '建设银行601939.SH', '中国建筑601668.SH'],
      dtype='object')","Index(['海尔智家600690.SH', '新华保险601336.SH', '贵州茅台600519.SH', '复星医药600196.SH',
       '中国太保601601.SH', '药明康德603259.SH', '华夏幸福600340.SH', '宝钢股份600019.SH',
       '中国人寿601628.SH', '上海银行601229.SH'],
      dtype='object')","Index(['洛阳钼业603993.SH', '工业富联601138.SH', '伊利股份600887.SH', '中国铁建601186.SH',
       '保利地产600048.SH', '招商银行600036.SH', '中国国旅601888.SH', '海螺水泥600585.SH',
       '国泰君安601211.SH', '中国交建601800.SH'],
      dtype='object')","Index(['中国重工601989.SH', '海通证券600837.SH', '中国联通600050.SH', '三一重工600031.SH',
       '中国国航601111.SH', '万华化学600309.SH', '中信证券600030.SH', '中国平安601318.SH',
       '南方航空600029.SH', '三安光电600703.SH'],
      dtype='object')"
20190419,"Index(['中国人保601319.SH', '中国石油601857.SH', '三一重工600031.SH', '华泰证券601688.SH',
       '农业银行601288.SH', '交通银行601328.SH', '洛阳钼业603993.SH', '中国石化600028.SH',
       '中国联通600050.SH', '三安光电600703.SH'],
      dtype='object')","Index(['中国神华601088.SH', '中国铁建601186.SH', '中信证券600030.SH', '光大银行601818.SH',
       '恒瑞医药600276.SH', '中国中铁601390.SH', '民生银行600016.SH', '中国中车601766.SH',
       '保利地产600048.SH', '中信建投601066.SH'],
      dtype='object')","Index(['贵州茅台600519.SH', '国泰君安601211.SH', '复星医药600196.SH', '上海银行601229.SH',
       '药明康德603259.SH', '工商银行601398.SH', '中国人寿601628.SH', '海尔智家600690.SH',
       '宝钢股份600019.SH', '浦发银行600000.SH'],
      dtype='object')","Index(['中国交建601800.SH', '中国平安601318.SH', '海螺水泥600585.SH', '中国太保601601.SH',
       '建设银行601939.SH', '招商银行600036.SH', '新华保险601336.SH', '中国国旅601888.SH',
       '华夏幸福600340.SH', '中国银行601988.SH'],
      dtype='object')","Index(['中国重工601989.SH', '工业富联601138.SH', '海通证券600837.SH', '伊利股份600887.SH',
       '南方航空600029.SH', '万华化学600309.SH', '中国国航601111.SH', '上汽集团600104.SH',
       '兴业银行601166.SH', '中国建筑601668.SH'],
      dtype='object')"
20190508,"Index(['国泰君安601211.SH', '中国国航601111.SH', '保利地产600048.SH', '中国铁建601186.SH',
       '华泰证券601688.SH', '三安光电600703.SH', '中国人保601319.SH', '中国重工601989.SH',
       '中信证券600030.SH', '洛阳钼业603993.SH'],
      dtype='object')","Index(['中国国旅601888.SH', '万华化学600309.SH', '海尔智家600690.SH', '贵州茅台600519.SH',
       '中国神华601088.SH', '药明康德603259.SH', '新华保险601336.SH', '中国中铁601390.SH',
       '宝钢股份600019.SH', '中国中车601766.SH'],
      dtype='object')","Index(['华夏幸福600340.SH', '中国交建601800.SH', '中国石化600028.SH', '三一重工600031.SH',
       '中国太保601601.SH', '海螺水泥600585.SH', '中信建投601066.SH', '招商银行600036.SH',
       '中国人寿601628.SH', '复星医药600196.SH'],
      dtype='object')","Index(['中国平安601318.SH', '南方航空600029.SH', '交通银行601328.SH', '光大银行601818.SH',
       '中国石油601857.SH', '中国联通600050.SH', '民生银行600016.SH', '恒瑞医药600276.SH',
       '上海银行601229.SH', '海通证券600837.SH'],
      dtype='object')","Index(['工业富联601138.SH', '工商银行601398.SH', '农业银行601288.SH', '兴业银行601166.SH',
       '伊利股份600887.SH', '中国银行601988.SH', '浦发银行600000.SH', '中国建筑601668.SH',
       '建设银行601939.SH', '上汽集团600104.SH'],
      dtype='object')"
20190522,"Index(['中国中车601766.SH', '中国交建601800.SH', '南方航空600029.SH', '中国铁建601186.SH',
       '洛阳钼业603993.SH', '中国国航601111.SH', '中国建筑601668.SH', '中国重工601989.SH',
       '中信证券600030.SH', '三安光电600703.SH'],
      dtype='object')","Index(['海通证券600837.SH', '万华化学600309.SH', '新华保险601336.SH', '中国中铁601390.SH',
       '中国人保601319.SH', '保利地产600048.SH', '宝钢股份600019.SH', '上汽集团600104.SH',
       '国泰君安601211.SH', '华泰证券601688.SH'],
      dtype='object')","Index(['兴业银行601166.SH', '中国神华601088.SH', '上海银行601229.SH', '贵州茅台600519.SH',
       '中国太保601601.SH', '药明康德603259.SH', '中国人寿601628.SH', '复星医药600196.SH',
       '建设银行601939.SH', '光大银行601818.SH'],
      dtype='object')","Index(['民生银行600016.SH', '工业富联601138.SH', '三一重工600031.SH', '中国平安601318.SH',
       '恒瑞医药600276.SH', '海螺水泥600585.SH', '招商银行600036.SH', '中国国旅601888.SH',
       '海尔智家600690.SH', '华夏幸福600340.SH'],
      dtype='object')","Index(['中国银行601988.SH', '农业银行601288.SH', '工商银行601398.SH', '中国联通600050.SH',
       '中信建投601066.SH', '中国石油601857.SH', '中国石化600028.SH', '浦发银行600000.SH',
       '伊利股份600887.SH', '交通银行601328.SH'],
      dtype='object')"
20190605,"Index(['南方航空600029.SH', '浦发银行600000.SH', '上海银行601229.SH', '保利地产600048.SH',
       '光大银行601818.SH', '万华化学600309.SH', '中国铁建601186.SH', '宝钢股份600019.SH',
       '兴业银行601166.SH', '三安光电600703.SH'],
      dtype='object')","Index(['恒瑞医药600276.SH', '海尔智家600690.SH', '中国中车601766.SH', '中信证券600030.SH',
       '上汽集团600104.SH', '工业富联601138.SH', '中国中铁601390.SH', '复星医药600196.SH',
       '中国建筑601668.SH', '国泰君安601211.SH'],
      dtype='object')","Index(['华夏幸福600340.SH', '海螺水泥600585.SH', '交通银行601328.SH', '中国神华601088.SH',
       '中国国旅601888.SH', '中国人寿601628.SH', '中国交建601800.SH', '贵州茅台600519.SH',
       '药明康德603259.SH', '中国平安601318.SH'],
      dtype='object')","Index(['中国石化600028.SH', '海通证券600837.SH', '伊利股份600887.SH', '建设银行601939.SH',
       '中国石油601857.SH', '民生银行600016.SH', '中国重工601989.SH', '新华保险601336.SH',
       '中国国航601111.SH', '招商银行600036.SH'],
      dtype='object')","Index(['中国人保601319.SH', '农业银行601288.SH', '中国银行601988.SH', '中国联通600050.SH',
       '中信建投601066.SH', '三一重工600031.SH', '洛阳钼业603993.SH', '工商银行601398.SH',
       '中国太保601601.SH', '华泰证券601688.SH'],
      dtype='object')"
20190620,"Index(['上汽集团600104.SH', '复星医药600196.SH', '中国银行601988.SH', '中信建投601066.SH',
       '中国石油601857.SH', '兴业银行601166.SH', '中国石化600028.SH', '宝钢股份600019.SH',
       '农业银行601288.SH', '工业富联601138.SH'],
      dtype='object')","Index(['上海银行601229.SH', '华夏幸福600340.SH', '国泰君安601211.SH', '恒瑞医药600276.SH',
       '中国铁建601186.SH', '中国交建601800.SH', '工商银行601398.SH', '中国中车601766.SH',
       '光大银行601818.SH', '中国中铁601390.SH'],
      dtype='object')","Index(['中国人寿601628.SH', '浦发银行600000.SH', '南方航空600029.SH', '民生银行600016.SH',
       '海尔智家600690.SH', '中国国旅601888.SH', '万华化学600309.SH', '药明康德603259.SH',
       '海螺水泥600585.SH', '贵州茅台600519.SH'],
      dtype='object')","Index(['中国平安601318.SH', '中国太保601601.SH', '洛阳钼业603993.SH', '招商银行600036.SH',
       '保利地产600048.SH', '伊利股份600887.SH', '中国建筑601668.SH', '交通银行601328.SH',
       '新华保险601336.SH', '中国神华601088.SH'],
      dtype='object')","Index(['三安光电600703.SH', '中国人保601319.SH', '中国重工601989.SH', '中信证券600030.SH',
       '三一重工600031.SH', '海通证券600837.SH', '华泰证券601688.SH', '中国联通600050.SH',
       '中国国航601111.SH', '建设银行601939.SH'],
      dtype='object')"
